,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
466,medium,low,medium,high,medium,high,medium,high,medium,low,low,6
467,medium,high,low,low,medium,low,low,medium,medium,low,low,6
468,high,high,high,high,medium,high,high,high,medium,medium,low,5
469,high,medium,high,high,medium,high,high,high,low,medium,low,5
470,high,high,high,high,medium,low,high,high,low,high,low,6
471,low,high,medium,medium,low,medium,high,medium,medium,high,medium,5
472,medium,medium,medium,low,low,low,low,low,high,medium,high,6
473,medium,low,medium,medium,low,medium,medium,medium,high,medium,low,7
474,low,low,low,medium,low,medium,low,medium,medium,low,low,6
475,medium,medium,high,high,low,high,high,high,low,high,low,5
476,high,medium,medium,low,low,high,low,low,low,low,high,7
477,medium,low,low,low,low,medium,low,medium,low,high,medium,6
478,medium,high,low,low,high,low,high,medium,low,high,low,6
479,low,low,medium,low,medium,high,high,medium,high,high,medium,6
480,medium,high,medium,high,medium,medium,high,high,medium,high,low,5
481,low,high,high,low,medium,high,low,low,high,medium,medium,6
482,low,medium,low,high,medium,medium,medium,high,high,low,low,5
483,medium,high,medium,high,medium,medium,high,high,medium,high,low,5
484,low,high,medium,medium,high,high,high,high,high,high,low,5
485,low,low,high,low,low,medium,low,medium,high,high,low,6
486,low,low,high,low,low,high,low,medium,high,medium,low,6
487,medium,high,low,low,low,medium,low,low,low,low,medium,6
488,high,medium,medium,low,medium,high,high,medium,high,high,medium,6
489,high,medium,medium,medium,medium,high,high,high,medium,medium,low,6
490,medium,medium,medium,low,low,low,low,low,low,medium,high,6
491,medium,low,high,low,low,low,low,low,high,low,high,7
492,high,low,low,high,medium,high,high,high,medium,medium,medium,6
493,low,low,low,low,low,medium,high,low,medium,high,high,6
494,medium,low,high,medium,medium,low,low,medium,high,high,medium,6
495,low,high,low,medium,low,medium,high,low,high,medium,high,6
496,high,high,high,high,medium,high,high,high,low,medium,low,4
497,medium,low,medium,low,low,high,medium,low,high,high,high,6
498,low,high,medium,low,medium,low,high,low,high,high,medium,5
499,high,high,high,high,medium,high,high,high,low,medium,low,4
500,high,medium,high,high,medium,high,high,high,low,medium,low,6
501,medium,low,high,high,low,high,high,high,low,medium,low,6
502,low,medium,medium,low,low,low,high,medium,medium,high,medium,6
503,low,medium,medium,low,low,low,high,medium,medium,high,medium,5
504,high,low,medium,high,high,high,medium,high,low,high,low,6
505,high,low,medium,high,high,high,medium,high,low,high,low,6
506,high,high,low,medium,high,low,medium,medium,low,medium,low,5
507,low,medium,low,low,medium,medium,high,medium,high,high,medium,7
508,low,high,low,medium,medium,high,medium,low,high,medium,high,6
509,low,medium,low,low,medium,medium,high,medium,high,high,medium,7
510,medium,medium,low,low,medium,high,medium,low,medium,low,medium,6
511,high,high,medium,low,medium,low,high,low,low,low,high,6
512,high,medium,medium,medium,medium,medium,medium,medium,medium,high,medium,6
513,high,high,medium,low,low,low,low,low,medium,low,high,6
514,high,medium,medium,high,low,medium,low,medium,medium,low,medium,7
515,low,high,low,low,high,medium,high,medium,high,medium,medium,6
516,medium,low,high,low,high,high,medium,medium,low,medium,low,5
517,high,low,high,low,medium,high,medium,low,low,high,medium,6
518,low,low,low,low,high,low,low,low,high,high,medium,6
519,high,high,medium,high,medium,low,low,medium,medium,low,high,5
520,high,low,low,low,medium,low,medium,medium,low,high,medium,5
521,high,low,low,low,medium,low,medium,medium,low,high,medium,5
522,medium,medium,high,low,low,low,low,low,low,low,high,6
523,low,high,medium,low,low,low,low,low,low,low,high,6
524,low,high,high,low,low,low,low,low,high,low,high,5
525,low,high,high,medium,high,low,medium,medium,low,medium,low,6
526,high,high,high,medium,medium,low,low,low,low,high,high,4
527,low,medium,low,low,low,medium,low,low,high,medium,high,6
528,low,high,low,low,low,low,low,low,high,low,high,6
529,low,low,high,medium,low,low,low,low,high,medium,high,6
530,low,low,medium,medium,medium,medium,low,medium,high,high,low,6
531,low,low,high,medium,high,high,medium,medium,low,low,low,5
532,high,medium,medium,high,high,high,high,high,low,medium,low,6
533,high,medium,medium,high,high,high,high,high,low,medium,low,6
534,high,medium,medium,high,high,high,high,high,low,medium,low,6
535,high,high,high,high,medium,high,high,high,low,medium,low,5
536,high,high,high,high,medium,high,high,high,low,medium,low,5
537,high,medium,medium,high,high,high,high,high,low,medium,low,6
538,low,medium,medium,low,medium,low,low,low,high,high,medium,5
539,medium,medium,low,medium,high,medium,high,high,high,high,low,6
540,medium,high,medium,high,medium,low,high,medium,high,high,high,4
541,high,high,high,high,high,high,high,high,medium,low,low,5
542,low,high,medium,low,medium,low,high,low,high,high,medium,6
543,medium,medium,high,high,low,medium,medium,medium,medium,high,medium,6
544,medium,medium,low,high,medium,high,high,high,medium,medium,low,6
545,low,low,low,low,medium,medium,medium,medium,high,high,medium,6
546,low,medium,low,medium,medium,medium,high,high,high,high,low,6
547,high,low,high,low,high,low,low,low,high,medium,high,6
548,low,low,medium,low,medium,medium,medium,medium,high,medium,medium,7
549,high,high,high,high,high,high,high,high,medium,low,low,5
550,medium,medium,high,high,high,medium,high,high,low,medium,low,7
551,high,medium,medium,low,low,medium,low,low,low,low,high,7
552,high,medium,medium,low,low,medium,medium,low,low,low,high,7
553,medium,medium,high,high,high,medium,high,high,low,medium,low,7
554,high,medium,medium,low,low,medium,medium,low,low,low,high,7
555,high,medium,medium,low,low,medium,low,low,low,low,high,7
556,high,high,high,high,medium,low,high,high,low,high,low,5
557,low,high,low,low,high,low,medium,medium,high,medium,medium,6
558,low,low,low,high,medium,high,high,high,high,low,low,5
559,high,high,high,medium,medium,high,medium,low,low,high,high,6
560,medium,low,high,high,high,medium,medium,medium,low,high,medium,7
561,low,high,low,low,high,medium,medium,low,medium,medium,medium,5
562,high,high,low,high,high,medium,high,high,low,high,low,6
563,high,medium,low,low,medium,low,medium,medium,low,high,medium,7
564,medium,high,medium,medium,high,medium,high,medium,medium,low,low,5
565,high,low,high,high,high,medium,low,high,low,medium,medium,6
566,high,high,medium,high,high,low,low,medium,medium,low,high,6
567,low,medium,high,low,medium,high,medium,medium,low,high,medium,5
568,low,medium,high,low,high,high,medium,medium,low,high,medium,6
569,low,medium,low,medium,medium,high,high,medium,medium,high,low,6
570,high,high,high,high,high,high,high,high,low,medium,low,5
571,low,medium,medium,medium,low,low,low,low,high,low,high,7
572,medium,high,high,high,medium,high,high,high,low,high,low,5
573,high,low,medium,medium,low,high,medium,low,medium,low,high,7
574,high,low,medium,low,low,medium,medium,low,medium,medium,high,7
575,high,low,medium,low,medium,high,high,medium,medium,medium,medium,6
576,high,low,medium,low,medium,high,high,medium,medium,medium,medium,6
577,medium,low,medium,medium,low,high,medium,low,medium,low,high,7
578,low,medium,medium,medium,low,low,low,low,high,low,high,7
579,low,high,low,medium,low,high,medium,low,high,low,high,7
580,high,high,high,high,high,high,high,high,low,medium,low,5
581,low,low,low,medium,medium,low,low,medium,high,low,low,5
582,high,medium,low,medium,high,high,high,medium,medium,low,medium,6
583,high,medium,low,high,medium,low,low,high,low,low,low,6
584,medium,medium,medium,low,medium,medium,medium,medium,high,medium,medium,7
585,high,medium,low,high,medium,low,low,high,low,low,low,6
586,high,medium,medium,medium,high,medium,high,high,medium,medium,low,6
587,low,high,low,low,low,medium,medium,low,high,medium,medium,7
588,medium,medium,low,low,low,high,medium,medium,high,medium,medium,7
589,medium,low,medium,medium,medium,low,medium,medium,medium,high,low,6
590,medium,high,high,high,high,low,medium,high,low,medium,low,5
591,high,low,high,low,low,high,medium,low,high,medium,medium,6
592,medium,high,medium,high,medium,medium,medium,high,medium,medium,low,5
593,low,high,low,low,low,low,medium,low,low,low,medium,5
594,low,high,low,low,low,low,medium,low,low,low,medium,5
595,low,medium,high,low,high,low,medium,medium,high,medium,medium,7
596,medium,high,medium,high,medium,medium,medium,high,medium,medium,low,5
597,medium,medium,high,medium,low,low,medium,medium,medium,medium,medium,6
598,low,medium,medium,high,low,medium,low,medium,high,medium,medium,8
599,medium,low,high,low,low,low,low,low,low,high,high,7
600,medium,medium,medium,low,high,medium,high,medium,low,high,low,6
601,high,medium,high,low,medium,medium,low,low,low,low,medium,6
602,low,high,low,low,low,low,medium,low,low,low,medium,5
603,low,high,low,low,low,low,medium,low,low,low,medium,5
604,low,medium,high,low,high,medium,medium,low,low,high,medium,6
605,low,medium,high,low,high,medium,medium,low,low,high,medium,6
606,high,medium,medium,medium,high,medium,high,high,high,low,low,5
607,high,medium,medium,medium,high,medium,high,high,high,low,low,5
608,low,medium,low,high,medium,high,high,high,high,medium,low,5
609,high,high,medium,medium,high,low,low,high,high,high,medium,6
610,low,high,low,medium,low,medium,medium,low,high,high,high,8
611,high,medium,high,medium,low,low,low,low,low,low,high,6
612,high,low,high,high,medium,medium,medium,high,low,low,low,5
613,high,low,high,high,medium,medium,medium,high,low,low,low,5
614,high,low,high,high,medium,medium,medium,high,low,low,low,5
615,high,low,high,high,medium,medium,medium,high,low,low,low,5
616,high,high,medium,medium,low,low,low,low,medium,high,high,7
617,high,medium,low,low,high,high,high,medium,medium,medium,medium,6
618,high,medium,low,low,high,high,high,medium,medium,medium,medium,6
619,high,low,medium,low,high,medium,medium,medium,low,medium,low,6
620,low,high,high,high,high,high,high,high,medium,high,low,5
621,low,medium,high,high,high,high,high,high,low,medium,low,5
622,low,high,low,medium,medium,low,medium,medium,high,high,medium,6
623,high,medium,medium,low,medium,low,low,low,medium,medium,high,5
624,low,high,low,low,high,low,medium,medium,high,high,low,5
625,low,medium,medium,high,medium,high,medium,medium,high,medium,medium,8
626,high,high,low,high,high,low,high,high,high,medium,low,4
627,medium,high,low,medium,medium,medium,high,high,medium,high,low,6
628,medium,high,low,medium,medium,medium,high,high,medium,high,low,6
629,low,high,medium,low,low,low,low,low,medium,high,medium,6
630,medium,low,high,high,high,medium,medium,high,medium,low,low,5
631,medium,low,high,high,high,medium,medium,high,medium,low,low,5
632,medium,medium,medium,medium,medium,low,medium,medium,high,high,medium,6
633,low,medium,low,high,medium,high,high,high,high,low,low,5
634,low,low,low,medium,low,high,medium,medium,high,medium,medium,6
635,low,low,low,medium,low,medium,medium,medium,high,medium,medium,6
636,low,low,low,medium,low,medium,medium,medium,high,medium,medium,7
637,high,medium,low,high,high,low,medium,high,low,high,low,5
638,low,high,low,medium,medium,high,high,medium,high,high,medium,5
639,low,high,low,medium,medium,high,high,medium,high,high,medium,5
640,low,medium,medium,low,medium,medium,medium,low,high,medium,medium,7
641,low,medium,low,high,high,medium,high,high,high,low,low,4
642,low,low,medium,high,medium,high,high,high,high,medium,medium,6
643,low,medium,low,high,high,medium,high,high,high,medium,low,5
644,low,medium,medium,high,high,medium,high,high,high,medium,low,5
645,low,medium,low,medium,high,high,high,high,medium,low,low,5
646,low,high,high,low,high,low,medium,medium,low,high,low,4
647,high,low,medium,high,high,high,medium,high,medium,low,low,6
648,low,high,low,medium,medium,medium,high,medium,medium,high,medium,5
649,medium,medium,medium,high,high,medium,high,high,low,high,low,7
650,medium,medium,medium,high,high,medium,high,high,low,high,low,7
651,medium,medium,medium,high,high,medium,high,high,low,high,low,7
652,medium,medium,medium,high,high,medium,high,high,low,high,low,7
653,low,medium,low,high,high,medium,medium,high,high,medium,low,6
654,low,low,high,medium,medium,high,medium,low,high,high,high,7
655,high,medium,medium,medium,low,medium,low,low,low,low,high,6
656,high,medium,medium,medium,low,low,low,medium,low,low,high,6
657,high,high,low,medium,high,low,medium,medium,high,medium,medium,5
658,medium,medium,low,medium,high,medium,high,low,medium,low,high,5
659,medium,medium,low,low,low,high,high,low,medium,medium,medium,4
660,medium,medium,low,low,high,low,low,medium,medium,low,low,5
661,medium,medium,medium,high,low,high,medium,medium,high,medium,high,7
662,medium,high,low,high,high,low,high,high,high,medium,low,4
663,medium,medium,low,low,high,low,low,medium,medium,low,low,5
664,medium,low,high,medium,high,high,high,high,high,medium,low,6
665,high,medium,low,low,high,low,medium,medium,high,medium,low,5
666,medium,low,high,low,low,medium,high,low,high,high,high,6
667,medium,low,high,medium,high,high,high,high,high,medium,low,6
668,low,low,low,low,medium,medium,high,medium,high,medium,medium,6
669,low,medium,high,high,medium,high,high,high,medium,high,low,5
670,high,high,low,high,high,medium,high,high,medium,high,low,6
671,medium,medium,medium,low,low,low,low,low,high,high,high,6
672,medium,high,medium,high,medium,high,medium,medium,high,medium,high,8
673,medium,high,medium,low,low,low,medium,medium,high,high,medium,6
674,low,high,high,high,medium,high,high,high,low,high,low,5
675,low,medium,low,medium,high,high,high,high,medium,low,low,6
676,low,medium,low,high,high,high,high,high,medium,low,low,6
677,low,high,high,medium,low,low,low,low,high,low,high,7
678,low,high,high,medium,low,low,low,low,high,low,high,7
679,low,high,high,medium,low,low,low,low,high,low,high,7
680,medium,medium,low,low,medium,high,high,low,medium,low,medium,5
681,medium,high,high,low,high,low,high,medium,low,medium,low,5
682,low,medium,low,high,high,medium,high,high,medium,medium,low,6
683,low,medium,medium,medium,high,high,high,medium,low,medium,low,5
684,high,high,medium,low,high,high,high,low,low,low,high,5
685,low,high,low,high,high,high,high,high,high,medium,low,5
686,medium,low,medium,medium,medium,low,low,medium,high,high,medium,7
687,medium,high,medium,high,high,low,high,high,low,high,low,4
688,high,medium,medium,high,medium,high,high,high,medium,medium,low,6
689,medium,low,high,low,medium,medium,medium,low,high,high,medium,7
690,medium,low,medium,low,medium,low,medium,medium,high,high,medium,4
691,low,high,low,medium,low,medium,high,medium,medium,high,medium,6
692,low,high,low,medium,low,medium,high,medium,medium,high,medium,5
693,low,high,low,medium,low,medium,high,medium,medium,high,medium,5
